location,coordinate,pinyin
"['和平區', '博愛里', '谷關']","[(120.88349, 24.17477), (120.28175333757684, 22.62982645), (121.0050874, 24.2027055)]","['he_ping_qu', 'bo_ai_li', 'gu_guan']"
"['福隆海水浴場', '福連國小', '東北角', '卯澳漁村']","[(121.94275492628249, 25.022245400000003), (121.9883717, 25.0163993), (121.9449417, 25.0169912), (121.992718, 25.0122076)]","['fu_long_hai_shui_yu_chang', 'fu_lian_guo_xiao', 'dong_bei_jiao', 'mao_ao_yu_cun']"
"['燕子口', '長春祠', '七星潭']","[(121.567452, 24.175846), (121.6040004798462, 24.1600311), (121.632257, 24.025843)]","['yan_zi_kou', 'zhang_chun_ci', 'qi_xing_tan']"
"['台南車站', '保安車站']","[(120.2118671, 22.9977389), (120.23160745577391, 22.932964650000002)]","['tai_nan_che_zhan', 'bao_an_che_zhan']"
"['大溪', '慈湖']","[(121.8897414, 24.9384749), (121.2994997, 24.8417788)]","['da_xi', 'ci_hu']"
"['東埔山莊', '塔塔加鞍部', '塔塔']","[(120.8861267, 23.4837428), (120.8999713, 23.4757522), (121.780278, 24.798889)]","['dong_pu_shan_zhuang', 'ta_ta_jia_an_bu', 'ta_ta']"
"['豐濱', '新社']","[(121.5221082, 23.59857), (120.9987747, 24.8426197)]","['feng_bin', 'xin_she']"
"['琵琶湖', '台東森林公園', '多良車站']","[(121.16552362185948, 22.7581747), (121.15875502868442, 22.7663132), (120.9588991, 22.5075353)]","['pi_pa_hu', 'tai_dong_sen_lin_gong_yuan', 'duo_liang_che_zhan']"
"['新化', '虎頭埤風景區']","[(120.8575, 22.381111), (120.3410375057872, 23.02981915)]","['xin_hua', 'hu_tou_pi_feng_jing_qu']"
"['瑞芳', '蝙蝠洞公園']","[(121.8065585, 25.1090106), (121.83241679046697, 25.126391499999997)]","['rui_fang', 'bian_fu_dong_gong_yuan']"
"['淡水', '清境農場', '觀音山', '金色水岸']","[(121.4531477, 25.1813044), (121.1626901, 24.0585242), (121.4266759, 25.135939), (121.44454030531176, 25.1667756)]","['dan_shui', 'qing_jing_nong_chang', 'guan_yin_shan', 'jin_se_shui_an']"
"['北關海潮公園', '三貂嶺', '烏石港']","[(121.87717200252193, 24.9119128), (121.8223757, 25.0661013), (121.83588458074217, 24.87065955)]","['bei_guan_hai_chao_gong_yuan', 'san_diao_ling', 'wu_shi_gang']"
"['澎湖', '西嶼鄉', '池西村', '白沙鄉']","[(119.5664543, 23.569694), (119.5075417, 23.6014095), (119.5047878150813, 23.600087549999998), (119.5987167, 23.6665)]","['peng_hu', 'xi_yu_xiang', 'chi_xi_cun', 'bai_sha_xiang']"
"['三仙台', '金剛大道', '八仙洞', '樟原教會']","[(121.41775146263555, 23.12526385), (120.90932709299175, 23.953049999999998), (121.478412, 23.397317), (120.58488003644842, 22.69556055)]","['san_xian_tai', 'jin_gang_da_dao', 'ba_xian_dong', 'zhang_yuan_jiao_hui']"
"['二峰圳', '屏東火車站']","[(120.6262726, 22.5261855), (120.4873558, 22.6691003)]","['er_feng_zhen', 'ping_dong_huo_che_zhan']"
"['西螺大橋', '虎尾糖廠', '北港']","[(120.4612333, 23.8142048), (120.43961343201948, 23.705228650000002), (120.303276, 23.571224)]","['xi_luo_da_qiao', 'hu_wei_tang_chang', 'bei_gang']"
"['柳營', '劉家古厝']","[(120.3226583, 23.2772945), (121.44249, 25.0052204)]","['liu_ying', 'liu_jia_gu_cuo']"
"['仁德區', '南區', '安平區', '中西區', '北區']","[(120.25152, 22.972212), (120.6636082, 24.1170787), (120.1679794, 22.9951139), (120.2059575, 22.9921516), (120.6823178, 24.1660393)]","['ren_de_qu', 'nan_qu', 'an_ping_qu', 'zhong_xi_qu', 'bei_qu']"
"['淡水', '淡水文化園區']","[(121.4531477, 25.1813044), (121.4471310165109, 25.165780650000002)]","['dan_shui', 'dan_shui_wen_hua_yuan_qu']"
"['左營', '漢神巨蛋']","[(120.2937537, 22.6739898), (120.30254990791121, 22.66905225)]","['zuo_ying', 'han_shen_ju_dan']"
"['野柳', '美觀園']","[(121.6886491, 25.2038994), (121.49477341134072, 25.0230401)]","['ye_liu', 'mei_guan_yuan']"
"['六龜', '荖濃', '寶來', '桃源']","[(120.633418, 22.997914), (120.673333, 23.0725), (120.699722, 23.108333), (121.084499, 22.902358)]","['liu_gui', 'lao_nong', 'bao_lai', 'tao_yuan']"
"['六龜', '網子山下']","[(120.633418, 22.997914), (120.5540605, 23.0679926)]","['liu_gui', 'wang_zi_shan_xia']"
"['崎頂車站', '崎頂子母隧道']","[(120.8717398, 24.7230754), (120.8746244, 24.7263411)]","['qi_ding_che_zhan', 'qi_ding_zi_mu_sui_dao']"
"['大內', '南化大地谷', '楠西獵鷹尖']","[(120.3611324, 23.1181767), (120.5630748, 23.1279203), (120.5805707, 23.1925721)]","['da_nei', 'nan_hua_da_di_gu', 'nan_xi_lie_ying_jian']"
"['瑞芳', '金瓜石']","[(121.8065585, 25.1090106), (121.8560784, 25.108391)]","['rui_fang', 'jin_gua_shi']"
"['河樂廣場', '中西區', '康樂街']","[(120.19440695846484, 22.9937101), (120.2059575, 22.9921516), (120.1974539, 23.0009254)]","['he_le_guang_chang', 'zhong_xi_qu', 'kang_le_jie']"
"['玉里', '安通溫泉']","[(121.3115556, 23.3315585), (121.3411388, 23.280922)]","['yu_li', 'an_tong_wen_quan']"
"['霧台', '佳暮']","[(120.7314364, 22.7440433), (120.64555145772783, 24.176319399999997)]","['wu_tai', 'jia_mu']"
"['柴山', '迴旋']","[(120.26232839339963, 22.64639755), (121.53111070225793, 25.019110650000002)]","['chai_shan', 'hui_xuan']"
"['台江文化中心', '安南', '佳里', '新營']","[(120.18776311830416, 23.0452284), (120.2525, 23.703611), (121.6072276, 24.0204842), (120.3234656, 23.306276)]","['tai_jiang_wen_hua_zhong_xin', 'an_nan', 'jia_li', 'xin_ying']"
"['瑞穗', '鳳林']","[(121.3765669, 23.497742), (121.4467128, 23.746295)]","['rui_sui', 'feng_lin']"
"['阿蓮區', '大崗山生態園區']","[(120.327036, 22.883703), (120.34682674532658, 22.86579125)]","['a_lian_qu', 'da_gang_shan_sheng_tai_yuan_qu']"
"['日月潭 (南投)', '大稻埕 (台北)']","[(120.9304815, 23.8479518), (121.5170503, 25.047554)]","['ri_yue_tan_ (_nan_tou_)', 'da_dao_cheng_ (_tai_bei_)']"
"['獅潭鄉', '蓮台山妙音淨']","[(120.9205, 24.5397833), (120.90517980821451, 24.465877550000002)]","['shi_tan_xiang', 'lian_tai_shan_miao_yin_jing']"
"['大園', '橫山書法藝術館', '航空城聯合服務中心']","[(121.2106496, 25.0558139), (121.2185087675604, 25.0209757), (121.204912, 25.0710052)]","['da_yuan', 'heng_shan_shu_fa_yi_shu_guan', 'hang_kong_cheng_lian_he_fu_wu_zhong_xin']"
"['安平區', '海安路']","[(120.1679794, 22.9951139), (120.226373, 22.8531413)]","['an_ping_qu', 'hai_an_lu']"
"['中正區', '思源街']","[(121.518267, 25.0323611), (121.5301253, 25.0134324)]","['zhong_zheng_qu', 'si_yuan_jie']"
"['信義區', '光復南路', '松山文創園區']","[(121.5668963, 25.0333448), (120.2550662, 23.7374238), (121.5607960677155, 25.04370835)]","['xin_yi_qu', 'guang_fu_nan_lu', 'song_shan_wen_chuang_yuan_qu']"
"['三民區', '中山路', '博愛路']","[(120.2996219, 22.6476949), (120.4366773, 24.0507592), (121.5107628, 25.0346226)]","['san_min_qu', 'zhong_shan_lu', 'bo_ai_lu']"
"['南化', '關山里']","[(120.476755, 23.0425701), (120.59350176235873, 23.16790405)]","['nan_hua', 'guan_shan_li']"
"['礁溪', '龍潭湖風景區']","[(121.7754851, 24.826803), (121.74120070855912, 24.79276885)]","['jiao_xi', 'long_tan_hu_feng_jing_qu']"
"['東北角', '南雅', '鼻頭角']","[(121.9449417, 25.0169912), (121.8882486, 25.1200937), (121.9165585, 25.1247742)]","['dong_bei_jiao', 'nan_ya', 'bi_tou_jiao']"
"['苑裡', '大甲', '日南國小', '沙鹿']","[(120.6512083, 24.443494), (120.6272898, 24.3442542), (120.65494250923142, 24.39040275), (120.5573677, 24.2371296)]","['yuan_li', 'da_jia', 'ri_nan_guo_xiao', 'sha_lu']"
"['碧潭', '和美山步道']","[(121.5376991, 24.9580443), (121.5365327, 24.9504866)]","['bi_tan', 'he_mei_shan_bu_dao']"
"['湖口', '台東池上', '宜蘭三星']","[(121.043748, 24.9028021), (121.2147542783863, 23.1250601), (120.6587898, 24.1480034)]","['hu_kou', 'tai_dong_chi_shang', 'yi_lan_san_xing']"
"['北投區', '中和街', '大業路']","[(121.501379, 25.132419), (120.7259937, 24.1363916), (120.1991871, 22.8676445)]","['bei_tou_qu', 'zhong_he_jie', 'da_ye_lu']"
"['太麻里溪', '金峰溫泉']","[(120.8651192, 22.5787383), (120.9385545, 22.5924132)]","['tai_ma_li_xi', 'jin_feng_wen_quan']"
"['杉林', '楠梓']","[(120.545335, 22.997261), (120.324127, 22.7271409)]","['shan_lin', 'nan_zi']"
"['桃園區', '復興鄉']","[(121.30168, 24.993923), (121.351898, 24.8153769)]","['tao_yuan_qu', 'fu_xing_xiang']"
"['劍潭山', '圓山水神社', '淡水河', '觀音山']","[(121.529265, 25.0842332), (121.5273169, 25.0843291), (121.3643076, 24.7861591), (121.4266759, 25.135939)]","['jian_tan_shan', 'yuan_shan_shui_shen_she', 'dan_shui_he', 'guan_yin_shan']"
"['田寮區', '古亭里', '崇德里']","[(120.3594453, 22.8699651), (120.40065924305846, 22.90292305), (121.4965577137475, 25.07459425)]","['tian_liao_qu', 'gu_ting_li', 'chong_de_li']"
"['泰山', '義學坑']","[(121.4395522, 25.0532646), (121.4234519, 25.0484184)]","['tai_shan', 'yi_xue_keng']"
"['板橋車站', '市政府']","[(121.463735, 25.015519), (121.5660998, 25.0411283)]","['ban_qiao_che_zhan', 'shi_zheng_fu']"
"['大稻埕碼頭', '關渡', '社子島', '淡水']","[(121.5112494, 25.0568709), (121.4671227, 25.1257044), (121.5077482, 25.0877384), (121.4531477, 25.1813044)]","['da_dao_cheng_ma_tou', 'guan_du', 'she_zi_dao', 'dan_shui']"
"['滿州', '永靖村']","[(120.8388993, 22.0213231), (120.80819108567776, 22.0095326)]","['man_zhou', 'yong_jing_cun']"
"['天祥', '稚暉橋', '普渡橋', '立霧溪']","[(121.4939579, 24.1825147), (121.4948599, 24.181898), (121.4963123, 24.1812703), (121.4677983, 24.180771)]","['tian_xiang', 'zhi_hui_qiao', 'pu_du_qiao', 'li_wu_xi']"
"['澎湖', '白沙鄉', '通樑村', '西嶼鄉']","[(119.5664543, 23.569694), (119.5987167, 23.6665), (119.55546984357525, 23.6606163), (119.5075417, 23.6014095)]","['peng_hu', 'bai_sha_xiang', 'tong_liang_cun', 'xi_yu_xiang']"
"['四湖', '箔子寮漁港']","[(120.740226, 24.53768), (120.13449846809922, 23.61807065)]","['si_hu', 'bo_zi_liao_yu_gang']"
"['澎湖', '吉貝島']","[(119.5664543, 23.569694), (120.305078, 22.6588239)]","['peng_hu', 'ji_bei_dao']"
"['南庄', '神仙谷', '向天湖']","[(120.4775674, 23.0433447), (121.64159830066485, 24.0064069), (121.033056, 24.582222)]","['nan_zhuang', 'shen_xian_gu', 'xiang_tian_hu']"
"['秀林', '崇德瑩農場']","[(121.6285834, 24.1217836), (121.66080786555315, 24.145841750000002)]","['xiu_lin', 'chong_de_ying_nong_chang']"
"['東勢', '石岡', '豐原']","[(121.2377993, 24.9052127), (120.7758891, 24.2766752), (120.7236842, 24.2545422)]","['dong_shi', 'shi_gang', 'feng_yuan']"
"['坪林老街', '北勢溪', '老街茶葉蛋']","[(121.7117508, 24.9368974), (121.71348, 24.9416626), (121.7118828, 24.9362264)]","['ping_lin_lao_jie', 'bei_shi_xi', 'lao_jie_cha_ye_dan']"
"['林口', '仁愛公園', '足夢運動公園', '新寮休閒步道']","[(121.3614372, 25.0657846), (120.96441857100316, 23.96783065), (121.39635676443659, 25.0746138), (121.3972241, 25.0724431)]","['lin_kou', 'ren_ai_gong_yuan', 'zu_meng_yun_dong_gong_yuan', 'xin_liao_xiu_xian_bu_dao']"
"['八堵', '瑞芳', '猴硐', '三貂嶺車站', '福隆車站']","[(121.7290072, 25.1084954), (121.8065585, 25.1090106), (121.8272142, 25.0870188), (121.84312255180046, 25.056772000000002), (121.94462856241063, 25.0159496)]","['ba_du', 'rui_fang', 'hou_dong', 'san_diao_ling_che_zhan', 'fu_long_che_zhan']"
"['恆春', '墾丁']","[(120.75851426778549, 21.96860085), (120.800278, 21.945278)]","['heng_chun', 'ken_ding']"
"['霧台', '隘寮北溪', '大武部落']","[(120.7314364, 22.7440433), (120.7192057, 22.7392339), (121.4236922, 24.9988751)]","['wu_tai', 'ai_liao_bei_xi', 'da_wu_bu_luo']"
"['臺北植物園', '歷史博物館', '荷花池', '公館']","[(121.50959155037818, 25.0321804), (120.2850026, 22.6264615), (121.86641138431952, 24.99904835), (121.534264, 25.0149166)]","['tai_bei_zhi_wu_yuan', 'li_shi_bo_wu_guan', 'he_hua_chi', 'gong_guan']"
"['獅子', '枋山']","[(121.17615308689018, 24.0860489), (120.6595623, 22.2672252)]","['shi_zi', 'fang_shan']"
"['瑠公公園', '敦化南路段巷']","[(121.54488147659521, 25.04255385), (121.5472586, 25.0435536)]","['liu_gong_gong_yuan', 'dun_hua_nan_lu_duan_xiang']"
"['日月潭', '玄光寺', '玄奘寺']","[(120.92860700524224, 23.8523282), (120.9136523042333, 23.852100200000002), (120.9169476, 23.8478038)]","['ri_yue_tan', 'xuan_guang_si', 'xuan_zang_si']"
"['太魯閣', '清水斷崖', '蘇花公路']","[(121.623947, 24.1521), (121.6781237, 24.2100651), (121.643792, 24.1415089)]","['tai_lu_ge', 'qing_shui_duan_ya', 'su_hua_gong_lu']"
"['旗山區', '旗山國小']","[(120.48355, 22.888491), (120.6039287755089, 23.6865132)]","['qi_shan_qu', 'qi_shan_guo_xiao']"
"['大鵬灣', '枋寮站', '車城']","[(120.47493644274968, 22.4448717), (120.5945112, 22.3667477), (120.8659221, 23.8324779)]","['da_peng_wan', 'fang_liao_zhan', 'che_cheng']"
"['花博公園新生園區', '臺北玫瑰園']","[(121.53061396309522, 25.0701825), (121.3796639, 24.9468228)]","['hua_bo_gong_yuan_xin_sheng_yuan_qu', 'tai_bei_mei_gui_yuan']"
"['信義區', '四獸山']","[(121.5668963, 25.0333448), (121.5713621, 25.0276205)]","['xin_yi_qu', 'si_shou_shan']"
"['八斗子', '瑞芳', '水湳洞']","[(121.7960863, 25.1396276), (121.8065585, 25.1090106), (121.862304, 25.125381)]","['ba_dou_zi', 'rui_fang', 'shui_nan_dong']"
"['民雄', '菁埔']","[(120.4316823, 23.5552283), (120.303497, 23.234839)]","['min_xiong', 'jing_pu']"
"['太魯閣', '燕子口']","[(121.623947, 24.1521), (121.567452, 24.175846)]","['tai_lu_ge', 'yan_zi_kou']"
"['九份', '金瓜石']","[(121.845069, 25.1116561), (121.8560784, 25.108391)]","['jiu_fen', 'jin_gua_shi']"
"['美濃', '六龜', '荖濃']","[(121.0928033, 22.8363731), (120.633418, 22.997914), (120.673333, 23.0725)]","['mei_nong', 'liu_gui', 'lao_nong']"
"['和美', '鹿港']","[(121.913381, 25.0826), (120.433905, 24.059422)]","['he_mei', 'lu_gang']"
"['日月潭', '玄奘寺']","[(120.92860700524224, 23.8523282), (120.9169476, 23.8478038)]","['ri_yue_tan', 'xuan_zang_si']"
"['石門', '老梅綠石槽', '陽明山']","[(121.2435473, 24.8127595), (121.5456770350793, 25.291767), (121.549104, 25.15273)]","['shi_men', 'lao_mei_lv_shi_cao', 'yang_ming_shan']"
"['墾丁牧場', '夏都沙灘酒店', '墾丁大街', '恆春']","[(120.80337674404149, 21.947042449999998), (120.78939554198712, 21.94578765), (120.7989736, 21.9450865), (120.75851426778549, 21.96860085)]","['ken_ding_mu_chang', 'xia_dou_sha_tan_jiu_dian', 'ken_ding_da_jie', 'heng_chun']"
"['南橫', '向陽', '塔關山']","[(120.9855971, 23.2492557), (120.9412445, 23.2519395), (120.9594825, 23.2709936)]","['nan_heng', 'xiang_yang', 'ta_guan_shan']"
"['阿蓮', '大崗山']","[(120.3310297, 22.8791661), (120.344998, 22.8411646)]","['a_lian', 'da_gang_shan']"
"['竹北', '竹北市']","[(121.0092345, 24.8391734), (121.0040779, 24.839682)]","['zhu_bei', 'zhu_bei_shi']"
"['司馬庫斯', '嵐山']","[(121.334255, 24.5787433), (121.530909, 24.0486151)]","['si_ma_ku_si', 'lan_shan']"
"['中埔', '古坑']","[(120.455278, 22.918333), (120.5619036, 23.6453878)]","['zhong_pu', 'gu_keng']"
"['竹南', '頭份']","[(120.8807486, 24.6865595), (120.499305, 23.074902)]","['zhu_nan', 'tou_fen']"
"['七星潭', '慶修院']","[(121.632257, 24.025843), (121.56468384520812, 23.97360325)]","['qi_xing_tan', 'qing_xiu_yuan']"
"['大同區', '迪化街', '延平北路二段']","[(121.515514, 25.065986), (121.2053647, 24.9174284), (121.5113529, 25.0606523)]","['da_tong_qu', 'di_hua_jie', 'yan_ping_bei_lu_er_duan']"
"['後龍鎮', '通霄鎮']","[(120.7919167, 24.6135667), (120.6840667, 24.4909667)]","['hou_long_zhen', 'tong_xiao_zhen']"
"['石底大斜坑', '菁桐地區']","[(121.7240403, 25.0249477), (121.7974563204057, 25.11020795)]","['shi_di_da_xie_keng', 'jing_tong_di_qu']"
"['富岡漁港', '綠島']","[(121.19324547193291, 22.7910046), (121.49089601107625, 22.6562977)]","['fu_gang_yu_gang', 'lv_dao']"
"['南京', '建國']","[(120.3868344, 23.4131904), (120.3497002, 22.8742823)]","['nan_jing', 'jian_guo']"
"['淡水區', '屯山里', '竹圍子']","[(121.4531477, 25.1813044), (121.46158583478473, 25.23677105), (120.6782428, 23.7629381)]","['dan_shui_qu', 'tun_shan_li', 'zhu_wei_zi']"
"['員山鄉', '五結鄉', '冬山鄉']","[(121.723372, 24.743183), (121.7982972, 24.6846396), (121.79228, 24.634514)]","['yuan_shan_xiang', 'wu_jie_xiang', 'dong_shan_xiang']"
"['魚池鄉', '日月潭']","[(120.9360604, 23.8963558), (120.92860700524224, 23.8523282)]","['yu_chi_xiang', 'ri_yue_tan']"
"['龍崎', '虎形山公園']","[(120.3602133, 22.9647939), (120.3593247300974, 22.9623371)]","['long_qi', 'hu_xing_shan_gong_yuan']"
"['北橫公路', '大同鄉', '英士村']","[(121.3465691, 24.8224926), (121.6078754, 24.6770507), (121.49762029838851, 24.641405300000002)]","['bei_heng_gong_lu', 'da_tong_xiang', 'ying_shi_cun']"
"['伽路蘭遊憩區', '太平洋', '綠島']","[(121.19699931597198, 22.807253699999997), (121.2916767, 25.0400161), (121.49089601107625, 22.6562977)]","['ga_lu_lan_you_qi_qu', 'tai_ping_yang', 'lv_dao']"
"['泰安', '大湖', '公館']","[(120.7492097, 24.3225724), (120.243056, 22.891389), (121.534264, 25.0149166)]","['tai_an', 'da_hu', 'gong_guan']"
"['日月潭', '信義鄉農會', '夫妻樹', '塔塔加遊客中心']","[(120.92860700524224, 23.8523282), (120.3526186, 23.5224914), (120.5390663, 23.4292672), (120.89160469339558, 23.487530399999997)]","['ri_yue_tan', 'xin_yi_xiang_nong_hui', 'fu_qi_shu', 'ta_ta_jia_you_ke_zhong_xin']"
"['石梯坪', '石門洞']","[(121.511866, 23.483163), (121.5022847, 23.5224802)]","['shi_ti_ping', 'shi_men_dong']"
"['蘇澳', '冬山']","[(121.8514536, 24.5951769), (121.7920744, 24.6368241)]","['su_ao', 'dong_shan']"
"['鐵花村', '台東森林公園', '活水湖']","[(121.14666857811699, 22.75210395), (121.15875502868442, 22.7663132), (121.16995133147162, 22.7601383)]","['tie_hua_cun', 'tai_dong_sen_lin_gong_yuan', 'huo_shui_hu']"
"['淡水', '紅毛城', '海關碼頭', '漁人碼頭']","[(121.4531477, 25.1813044), (121.43293198189455, 25.17538995), (121.43210254722223, 25.17448195), (121.40833834028217, 25.183557299999997)]","['dan_shui', 'hong_mao_cheng', 'hai_guan_ma_tou', 'yu_ren_ma_tou']"
"['泰山區', '義學坑步道', '明志書院']","[(121.4308111, 25.058864), (121.4234519, 25.0484184), (121.42657397269917, 25.046999749999998)]","['tai_shan_qu', 'yi_xue_keng_bu_dao', 'ming_zhi_shu_yuan']"
"['甲仙', '桃源區', '六龜區']","[(120.5889226, 23.0816948), (120.7654913, 23.1591784), (120.633418, 22.997914)]","['jia_xian', 'tao_yuan_qu', 'liu_gui_qu']"
"['新化', '龍崎', '東山']","[(120.8575, 22.381111), (120.3602133, 22.9647939), (120.9651927, 23.4707431)]","['xin_hua', 'long_qi', 'dong_shan']"
"['卓蘭', '壢西坪']","[(120.8286152, 24.3119883), (120.820356, 24.334407)]","['zhuo_lan', 'li_xi_ping']"
"['淡水', '三芝']","[(121.4531477, 25.1813044), (121.501576, 25.2589324)]","['dan_shui', 'san_zhi']"
"['吉安鄉', '新城鄉']","[(121.5634159, 23.9730329), (121.604246, 24.039092)]","['ji_an_xiang', 'xin_cheng_xiang']"
"['日月潭', '阿里山']","[(120.92860700524224, 23.8523282), (120.8097545, 23.5150347)]","['ri_yue_tan', 'a_li_shan']"
"['七星潭', '花蓮環保公園']","[(121.632257, 24.025843), (121.6442545439818, 24.014299049999998)]","['qi_xing_tan', 'hua_lian_huan_bao_gong_yuan']"
"['冬山', '三清宮', '香格里拉']","[(121.7920744, 24.6368241), (121.5889041, 25.0317599), (121.4558781850256, 24.98681225)]","['dong_shan', 'san_qing_gong', 'xiang_ge_li_la']"
"['艋舺', '龍山寺']","[(121.5015673, 25.0399845), (121.4998813725062, 25.03727585)]","['meng_xia', 'long_shan_si']"
"['太魯閣', '砂卡礑步道', '秀林鄉']","[(121.623947, 24.1521), (121.61674, 24.1722303), (121.6260891, 24.1201557)]","['tai_lu_ge', 'sha_ka_dang_bu_dao', 'xiu_lin_xiang']"
"['南化', '關山里']","[(120.476755, 23.0425701), (120.59350176235873, 23.16790405)]","['nan_hua', 'guan_shan_li']"
"['八卦山', '鹿港']","[(119.6672311, 23.2572595), (120.433905, 24.059422)]","['ba_gua_shan', 'lu_gang']"
"['後龍', '半天寮好望角', '挑柴古道']","[(120.7872401, 24.6162316), (120.73037622256362, 24.60348065), (120.785161, 24.3854512)]","['hou_long', 'ban_tian_liao_hao_wang_jiao', 'tiao_chai_gu_dao']"
"['金峰鄉', '太麻里溪', '嘉蘭村']","[(120.971292, 22.595511), (120.8651192, 22.5787383), (120.86917979142204, 22.6306085)]","['jin_feng_xiang', 'tai_ma_li_xi', 'jia_lan_cun']"
"['瑞穗', '富源車站']","[(121.3765669, 23.497742), (121.4401818, 24.9949812)]","['rui_sui', 'fu_yuan_che_zhan']"
"['冬山鄉', '斑比山丘']","[(121.79228, 24.634514), (121.74322019295205, 24.646426849999997)]","['dong_shan_xiang', 'ban_bi_shan_qiu']"
"['臺東森林公園', '黑森林']","[(121.15875502868442, 22.7663132), (121.54407831933497, 25.019860899999998)]","['tai_dong_sen_lin_gong_yuan', 'hei_sen_lin']"
"['三峽', '三峽廣行宮關聖帝君廟']","[(121.3752452, 24.936167), (121.38482630446406, 24.9418042)]","['san_xia', 'san_xia_guang_xing_gong_guan_sheng_di_jun_miao']"
"['春日鄉', '力里山']","[(120.628793, 22.370672), (120.6827231, 22.422637)]","['chun_ri_xiang', 'li_li_shan']"
"['澎湖', '望安', '東吉嶼', '風櫃', '桶盤', '虎井']","[(119.5664543, 23.569694), (121.0211, 23.690257), (119.67104179861056, 23.253708699999997), (119.5454887, 23.5400821), (119.517222, 23.512222), (119.517778, 23.485833)]","['peng_hu', 'wang_an', 'dong_ji_yu', 'feng_gui', 'tong_pan', 'hu_jing']"
"['竹崎', '獨立山']","[(120.5536102, 23.5256223), (120.6076787, 23.5370074)]","['zhu_qi', 'du_li_shan']"
"['輔大捷運站', '新莊']","[(121.4365068, 25.0331113), (121.4533378, 25.0364041)]","['fu_da_jie_yun_zhan', 'xin_zhuang']"
"['竹田', '美崙']","[(120.5397507, 22.5865768), (121.628611, 23.995)]","['zhu_tian', 'mei_lun']"
"['南山微風', '陶朱隱園']","[(121.56622733155868, 25.03441075), (121.57032393263229, 25.038539399999998)]","['nan_shan_wei_feng', 'tao_zhu_yin_yuan']"
"['竹北市', '頭前溪']","[(121.0040779, 24.839682), (121.1182895, 24.726204)]","['zhu_bei_shi', 'tou_qian_xi']"
"['玉里', '赤柯山', '六十石山']","[(121.3115556, 23.3315585), (121.2014981, 24.7566891), (121.3175659, 23.2191091)]","['yu_li', 'chi_ke_shan', 'liu_shi_shi_shan']"
"['安平區', '安平港國家歷史風景區', '安億橋']","[(120.1679794, 22.9951139), (120.1684654, 22.9987704), (120.1636334, 22.9983154)]","['an_ping_qu', 'an_ping_gang_guo_jia_li_shi_feng_jing_qu', 'an_yi_qiao']"
"['三義', '火炎山', '龍騰斷橋']","[(120.7742376, 24.4205666), (120.9491409, 24.6577778), (120.7738489, 24.3584185)]","['san_yi', 'huo_yan_shan', 'long_teng_duan_qiao']"
"['卑南', '知本']","[(121.1212512, 22.7812461), (121.0606572, 22.7101703)]","['bei_nan', 'zhi_ben']"
"['楠梓', '橋頭']","[(120.324127, 22.7271409), (120.3102547, 22.7610975)]","['nan_zi', 'qiao_tou']"
"['崇德', '清水斷崖', '大清水隧道', '和平車站']","[(121.654311, 24.162963), (121.6781237, 24.2100651), (121.6830736, 24.2127733), (121.5207286, 23.8826735)]","['chong_de', 'qing_shui_duan_ya', 'da_qing_shui_sui_dao', 'he_ping_che_zhan']"
"['卑南', '山里車站']","[(121.1212512, 22.7812461), (120.8043442, 23.5100028)]","['bei_nan', 'shan_li_che_zhan']"
"['鼓山', '壽山動物園']","[(120.2809263, 22.641978), (120.2762123, 22.6340052)]","['gu_shan', 'shou_shan_dong_wu_yuan']"
"['桃源', '塔羅留溪', '金剛瀑布']","[(121.084499, 22.902358), (120.7263974, 23.1468899), (121.7696895, 24.5127544)]","['tao_yuan', 'ta_luo_liu_xi', 'jin_gang_pu_bu']"
"['太魯閣', '白楊步道', '長春祠']","[(121.623947, 24.1521), (121.4857501, 24.1849792), (121.6040004798462, 24.1600311)]","['tai_lu_ge', 'bai_yang_bu_dao', 'zhang_chun_ci']"
"['白河', '林初埤']","[(120.4158132, 23.3470452), (120.41096934273654, 23.37561645)]","['bai_he', 'lin_chu_pi']"
"['林口區', '南灣頭濱海步道']","[(121.3916021, 25.0775308), (121.3624245, 25.1348865)]","['lin_kou_qu', 'nan_wan_tou_bin_hai_bu_dao']"
"['坪林遊客中心', '石碇老街']","[(121.70543, 24.9352251), (121.6600705, 24.9910775)]","['ping_lin_you_ke_zhong_xin', 'shi_ding_lao_jie']"
"['三坑站', '寶明寺']","[(121.74226414960741, 25.1208958), (121.7429326, 25.1154224)]","['san_keng_zhan', 'bao_ming_si']"
"['北區', '安平區', '中西區']","[(120.6823178, 24.1660393), (120.1679794, 22.9951139), (120.2059575, 22.9921516)]","['bei_qu', 'an_ping_qu', 'zhong_xi_qu']"
"['合歡山', '石門山']","[(121.2711773, 24.1426431), (121.284592, 24.152385)]","['he_huan_shan', 'shi_men_shan']"
"['三地門', '海神宮']","[(120.651669, 22.715769), (121.64159830066485, 24.0064069)]","['san_di_men', 'hai_shen_gong']"
"['曾文水庫', '托亞奇伊溪']","[(120.56518273488392, 23.2767453), (120.6734505, 23.2890467)]","['ceng_wen_shui_ku', 'tuo_ya_qi_yi_xi']"
"['七股區', '七股鹽山']","[(120.140003, 23.140545), (120.10167492333416, 23.155971)]","['qi_gu_qu', 'qi_gu_yan_shan']"
