location,coordinate,pinyin
"['札幌市', '大通公園', '狸小路商店街']","[(141.3542924, 43.061936), (141.3475100757782, 43.05990175), (141.35058313470506, 43.0569761)]","['zha_huang_shi', 'da_tong_gong_yuan', 'li_xiao_lu_shang_dian_jie']"
"['函館', '登別地獄谷', '札幌', '支笏湖']","[(140.7261884, 41.7737872), (141.14693, 42.497463), (141.3509218, 43.0686365), (141.3275268775211, 42.7538546)]","['han_guan', 'deng_bie_di_yu_gu', 'zha_huang', 'zhi_hu_hu']"
"['小樽', '美瑛']","[(140.9933209, 43.1975603), (142.4612251, 43.5909601)]","['xiao_zun', 'mei_ying']"
"['函館', '小樽', '北海道神宮', '札幌']","[(140.7261884, 41.7737872), (140.9933209, 43.1975603), (141.30780252442543, 43.0542669), (141.3509218, 43.0686365)]","['han_guan', 'xiao_zun', 'bei_hai_dao_shen_gong', 'zha_huang']"
"['新千歲機場', '北海道大學', '北海道神宮']","[(141.6808693, 42.7878079), (141.33772952994423, 43.07900775), (141.30780252442543, 43.0542669)]","['xin_qian_sui_ji_chang', 'bei_hai_dao_da_xue', 'bei_hai_dao_shen_gong']"
"['札幌', '北海道大學', '大通公園', '時計台']","[(141.3509218, 43.0686365), (141.33772952994423, 43.07900775), (141.3475100757782, 43.05990175), (140.7517056, 42.8888428)]","['zha_huang', 'bei_hai_dao_da_xue', 'da_tong_gong_yuan', 'shi_ji_tai']"
"['函館', '札幌', '小樽', '洞爺湖']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (140.9933209, 43.1975603), (140.89569112064035, 42.6019661)]","['han_guan', 'zha_huang', 'xiao_zun', 'dong_ye_hu']"
"['函館', '洞爺湖', '富良野', '旭川']","[(140.7261884, 41.7737872), (140.89569112064035, 42.6019661), (142.3916593, 43.3469008), (142.3579263, 43.7627501)]","['han_guan', 'dong_ye_hu', 'fu_liang_ye', 'xu_chuan']"
"['京都', '北海道', '道東', '層雲峽']","[(139.7159913, 35.7305474), (116.38206625676122, 39.92626025), (142.3682639, 42.3367373), (142.951303, 43.727881)]","['jing_du', 'bei_hai_dao', 'dao_dong', 'ceng_yun_xia']"
"['函館', '札幌', '富良野', '美瑛']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (142.3916593, 43.3469008), (142.4612251, 43.5909601)]","['han_guan', 'zha_huang', 'fu_liang_ye', 'mei_ying']"
"['函館', '札幌', '小樽', '旭山']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (140.9933209, 43.1975603), (142.4886954, 43.7644075)]","['han_guan', 'zha_huang', 'xiao_zun', 'xu_shan']"
"['函館', '金森倉庫群', '函館驛']","[(140.7261884, 41.7737872), (140.7164492, 41.7661843), (140.72636669323222, 41.7738198)]","['han_guan', 'jin_sen_cang_ku_qun', 'han_guan_yi']"
"['札幌市', '北海道']","[(141.3542924, 43.061936), (116.38206625676122, 39.92626025)]","['zha_huang_shi', 'bei_hai_dao']"
"['旭川', '富良野', '札幌', '小樽']","[(142.3579263, 43.7627501), (142.3916593, 43.3469008), (141.3509218, 43.0686365), (140.9933209, 43.1975603)]","['xu_chuan', 'fu_liang_ye', 'zha_huang', 'xiao_zun']"
"['函館', '大沼公園', '札幌']","[(140.7261884, 41.7737872), (140.657020883722, 41.985372600000005), (141.3509218, 43.0686365)]","['han_guan', 'da_zhao_gong_yuan', 'zha_huang']"
"['小樽', '札幌']","[(140.9933209, 43.1975603), (141.3509218, 43.0686365)]","['xiao_zun', 'zha_huang']"
"['函館', '札幌', '小樽']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (140.9933209, 43.1975603)]","['han_guan', 'zha_huang', 'xiao_zun']"
"['旭川', '層雲峽', '札幌', '定山溪']","[(142.3579263, 43.7627501), (142.951303, 43.727881), (141.3509218, 43.0686365), (141.1589341, 42.9769794)]","['xu_chuan', 'ceng_yun_xia', 'zha_huang', 'ding_shan_xi']"
"['札幌', '道東']","[(141.3509218, 43.0686365), (142.3682639, 42.3367373)]","['zha_huang', 'dao_dong']"
"['北海道', '大阪']","[(116.38206625676122, 39.92626025), (141.3417661574487, 43.071062299999994)]","['bei_hai_dao', 'da_ban']"
"['北海道', '東北', '北陸']","[(116.38206625676122, 39.92626025), (139.8018128, 38.8113402), (144.0633328, 43.2331133)]","['bei_hai_dao', 'dong_bei', 'bei_lu']"
"['札幌', '旭川', '富良野', '美瑛']","[(141.3509218, 43.0686365), (142.3579263, 43.7627501), (142.3916593, 43.3469008), (142.4612251, 43.5909601)]","['zha_huang', 'xu_chuan', 'fu_liang_ye', 'mei_ying']"
"['青池', '富良野', '美術館', '札幌']","[(140.64427862569744, 42.01468765), (142.3916593, 43.3469008), (141.33042479736554, 43.0600695), (141.3509218, 43.0686365)]","['qing_chi', 'fu_liang_ye', 'mei_shu_guan', 'zha_huang']"
"['成田', '札幌', '新千歲', '旭川']","[(132.457926, 34.4071976), (141.3509218, 43.0686365), (141.68295976251358, 42.786787000000004), (142.3579263, 43.7627501)]","['cheng_tian', 'zha_huang', 'xin_qian_sui', 'xu_chuan']"
"['函館', '大沼公園', '登別', '札幌']","[(140.7261884, 41.7737872), (140.657020883722, 41.985372600000005), (141.1808029, 42.4520087), (141.3509218, 43.0686365)]","['han_guan', 'da_zhao_gong_yuan', 'deng_bie', 'zha_huang']"
"['旭川', '富良野', '美瑛', '洞爺湖']","[(142.3579263, 43.7627501), (142.3916593, 43.3469008), (142.4612251, 43.5909601), (140.89569112064035, 42.6019661)]","['xu_chuan', 'fu_liang_ye', 'mei_ying', 'dong_ye_hu']"
"['北海道阿寒', '江之島', '鎌倉', '橫濱馬車道']","[(144.11651198357612, 43.103453900000005), (141.31854606630793, 43.1714547), (114.1956921, 22.334075), (139.6350151, 35.4462298)]","['bei_hai_dao_a_han', 'jiang_zhi_dao', 'lian_cang', 'heng_bin_ma_che_dao']"
"['函館', '大沼公園']","[(140.7261884, 41.7737872), (140.657020883722, 41.985372600000005)]","['han_guan', 'da_zhao_gong_yuan']"
"['札幌市', '瀧川市']","[(141.3542924, 43.061936), (141.9103697, 43.5577956)]","['zha_huang_shi', 'long_chuan_shi']"
"['北海道', '富良野', '昭和新山', '熊牧場']","[(116.38206625676122, 39.92626025), (142.3916593, 43.3469008), (140.8643525, 42.5425537), (140.8617265619523, 42.538547699999995)]","['bei_hai_dao', 'fu_liang_ye', 'zhao_he_xin_shan', 'xiong_mu_chang']"
"['旭川', '札幌', '小樽', '函館']","[(142.3579263, 43.7627501), (141.3509218, 43.0686365), (140.9933209, 43.1975603), (140.7261884, 41.7737872)]","['xu_chuan', 'zha_huang', 'xiao_zun', 'han_guan']"
"['新千歲', '旭川', '美瑛', '札幌']","[(141.68295976251358, 42.786787000000004), (142.3579263, 43.7627501), (142.4612251, 43.5909601), (141.3509218, 43.0686365)]","['xin_qian_sui', 'xu_chuan', 'mei_ying', 'zha_huang']"
"['美瑛', '富良野農場', '青池', '札幌']","[(142.4612251, 43.5909601), (142.394897, 43.389565), (140.64427862569744, 42.01468765), (141.3509218, 43.0686365)]","['mei_ying', 'fu_liang_ye_nong_chang', 'qing_chi', 'zha_huang']"
"['成田', '函館', '小樽', '旭川']","[(132.457926, 34.4071976), (140.7261884, 41.7737872), (140.9933209, 43.1975603), (142.3579263, 43.7627501)]","['cheng_tian', 'han_guan', 'xiao_zun', 'xu_chuan']"
"['旭川', '札幌', '小樽', '函館']","[(142.3579263, 43.7627501), (141.3509218, 43.0686365), (140.9933209, 43.1975603), (140.7261884, 41.7737872)]","['xu_chuan', 'zha_huang', 'xiao_zun', 'han_guan']"
"['釧路', '厚岸', '摩周湖', '屈斜路湖']","[(144.3820381, 42.9906837), (144.8412944, 43.0562183), (144.51704170062573, 43.5789373), (144.31053063330174, 43.61656955)]","['chuan_lu', 'hou_an', 'mo_zhou_hu', 'qu_xie_lu_hu']"
"['新千歲', '旭川', '美瑛', '札幌']","[(141.68295976251358, 42.786787000000004), (142.3579263, 43.7627501), (142.4612251, 43.5909601), (141.3509218, 43.0686365)]","['xin_qian_sui', 'xu_chuan', 'mei_ying', 'zha_huang']"
"['北海道廳舊本廳舍', '時計台', '電視塔']","[(141.34802416254777, 43.06396555), (140.7517056, 42.8888428), (139.6671963, 35.6610723)]","['bei_hai_dao_ting_jiu_ben_ting_she', 'shi_ji_tai', 'dian_shi_ta']"
"['沖繩', '札幌', '襟裳岬']","[(127.7111753, 26.2734755), (141.3509218, 43.0686365), (143.249361, 41.924433)]","['chong_sheng', 'zha_huang', 'jin_shang_jia']"
"['函館', '洞爺', '札幌', '阿寒湖']","[(140.7261884, 41.7737872), (140.7634991, 42.5508898), (141.3509218, 43.0686365), (144.09924305383902, 43.455953199999996)]","['han_guan', 'dong_ye', 'zha_huang', 'a_han_hu']"
"['美瑛', '富良野農場', '青池', '札幌']","[(142.4612251, 43.5909601), (142.394897, 43.389565), (140.64427862569744, 42.01468765), (141.3509218, 43.0686365)]","['mei_ying', 'fu_liang_ye_nong_chang', 'qing_chi', 'zha_huang']"
"['小樽', '札幌']","[(140.9933209, 43.1975603), (141.3509218, 43.0686365)]","['xiao_zun', 'zha_huang']"
"['成田', '函館', '小樽', '旭川']","[(132.457926, 34.4071976), (140.7261884, 41.7737872), (140.9933209, 43.1975603), (142.3579263, 43.7627501)]","['cheng_tian', 'han_guan', 'xiao_zun', 'xu_chuan']"
"['小樽', '札幌', '南小樽', '天狗山']","[(140.9933209, 43.1975603), (141.3509218, 43.0686365), (141.0073261, 43.1868579), (142.5699985, 44.2204304)]","['xiao_zun', 'zha_huang', 'nan_xiao_zun', 'tian_gou_shan']"
"['美瑛', '青池']","[(142.4612251, 43.5909601), (140.64427862569744, 42.01468765)]","['mei_ying', 'qing_chi']"
"['關西', '新千歲', '札幌', '小樽']","[(142.00741692843872, 42.9623877), (141.68295976251358, 42.786787000000004), (141.3509218, 43.0686365), (140.9933209, 43.1975603)]","['guan_xi', 'xin_qian_sui', 'zha_huang', 'xiao_zun']"
"['札幌', '狸小路商店街']","[(141.3509218, 43.0686365), (141.35058313470506, 43.0569761)]","['zha_huang', 'li_xiao_lu_shang_dian_jie']"
"['北海道函館', '洞爺湖', '小樽', '札幌']","[(140.75466729199326, 41.79337185), (140.89569112064035, 42.6019661), (140.9933209, 43.1975603), (141.3509218, 43.0686365)]","['bei_hai_dao_han_guan', 'dong_ye_hu', 'xiao_zun', 'zha_huang']"
"['函館', '洞爺湖', '小樽', '札幌']","[(140.7261884, 41.7737872), (140.89569112064035, 42.6019661), (140.9933209, 43.1975603), (141.3509218, 43.0686365)]","['han_guan', 'dong_ye_hu', 'xiao_zun', 'zha_huang']"
"['札幌', '小樽', '函館']","[(141.3509218, 43.0686365), (140.9933209, 43.1975603), (140.7261884, 41.7737872)]","['zha_huang', 'xiao_zun', 'han_guan']"
"['函館', '洞爺湖', '有珠山', '昭和新山']","[(140.7261884, 41.7737872), (140.89569112064035, 42.6019661), (140.8343464, 42.5427655), (140.8643525, 42.5425537)]","['han_guan', 'dong_ye_hu', 'you_zhu_shan', 'zhao_he_xin_shan']"
"['東京', '網走', '知床', '札幌']","[(142.38074677634438, 43.21984005), (144.2542397, 44.0201193), (145.22149608753335, 44.175770549999996), (141.3509218, 43.0686365)]","['dong_jing', 'wang_zou', 'zhi_chuang', 'zha_huang']"
"['函館', '洞爺湖', '小樽', '札幌']","[(140.7261884, 41.7737872), (140.89569112064035, 42.6019661), (140.9933209, 43.1975603), (141.3509218, 43.0686365)]","['han_guan', 'dong_ye_hu', 'xiao_zun', 'zha_huang']"
"['北海道', '登別', '札幌', '大通公園']","[(116.38206625676122, 39.92626025), (141.1808029, 42.4520087), (141.3509218, 43.0686365), (141.3475100757782, 43.05990175)]","['bei_hai_dao', 'deng_bie', 'zha_huang', 'da_tong_gong_yuan']"
"['函館', '元町', '旧函館区公会堂']","[(140.7261884, 41.7737872), (141.3717323, 43.0940863), (140.7089208, 41.7650377)]","['han_guan', 'yuan_ting', 'jiu_han_guan_qu_gong_hui_tang']"
"['旭川', '青池']","[(142.3579263, 43.7627501), (140.64427862569744, 42.01468765)]","['xu_chuan', 'qing_chi']"
"['函館', '洞爺湖', '小樽', '札幌']","[(140.7261884, 41.7737872), (140.89569112064035, 42.6019661), (140.9933209, 43.1975603), (141.3509218, 43.0686365)]","['han_guan', 'dong_ye_hu', 'xiao_zun', 'zha_huang']"
"['札幌', '小樽', '深川', '旭川']","[(141.3509218, 43.0686365), (140.9933209, 43.1975603), (142.0409293, 43.7211231), (142.3579263, 43.7627501)]","['zha_huang', 'xiao_zun', 'shen_chuan', 'xu_chuan']"
"['宗谷岬', '副港市場']","[(141.9366, 45.5228863), (141.6766365716049, 45.4086533)]","['zong_gu_jia', 'fu_gang_shi_chang']"
"['札幌', '支笏湖']","[(141.3509218, 43.0686365), (141.3275268775211, 42.7538546)]","['zha_huang', 'zhi_hu_hu']"
"['青池', '白ひげの滝']","[(140.64427862569744, 42.01468765), (142.6391874, 43.4745828)]","['qing_chi', 'bai_ひげの_long']"
"['函館', '登別', '札幌', '旭川']","[(140.7261884, 41.7737872), (141.1808029, 42.4520087), (141.3509218, 43.0686365), (142.3579263, 43.7627501)]","['han_guan', 'deng_bie', 'zha_huang', 'xu_chuan']"
"['美瑛', '青池']","[(142.4612251, 43.5909601), (140.64427862569744, 42.01468765)]","['mei_ying', 'qing_chi']"
"['富良野', '美瑛', '中富良野町']","[(142.3916593, 43.3469008), (142.4612251, 43.5909601), (142.4250972, 43.4054197)]","['fu_liang_ye', 'mei_ying', 'zhong_fu_liang_ye_ting']"
"['富良野', '中富良野', '美瑛', '旭川']","[(142.3916593, 43.3469008), (142.420629, 43.405397), (142.4612251, 43.5909601), (142.3579263, 43.7627501)]","['fu_liang_ye', 'zhong_fu_liang_ye', 'mei_ying', 'xu_chuan']"
"['札幌', '旭川']","[(141.3509218, 43.0686365), (142.3579263, 43.7627501)]","['zha_huang', 'xu_chuan']"
"['札幌市時計台', '北海道廳舊本廳舍', '大通公園', '新千歲空港']","[(141.35364549007318, 43.0625512), (141.34802416254777, 43.06396555), (141.3475100757782, 43.05990175), (141.68295976251358, 42.786787000000004)]","['zha_huang_shi_shi_ji_tai', 'bei_hai_dao_ting_jiu_ben_ting_she', 'da_tong_gong_yuan', 'xin_qian_sui_kong_gang']"
"['東京', '札幌', '廣島']","[(142.38074677634438, 43.21984005), (141.3509218, 43.0686365), (143.18545784389755, 42.9046679)]","['dong_jing', 'zha_huang', 'guang_dao']"
"['函館', '登別', '札幌', '旭川']","[(140.7261884, 41.7737872), (141.1808029, 42.4520087), (141.3509218, 43.0686365), (142.3579263, 43.7627501)]","['han_guan', 'deng_bie', 'zha_huang', 'xu_chuan']"
"['旭川市', '美瑛町', '札幌市', '小樽市']","[(142.3649743, 43.770625), (142.466929, 43.5882382), (141.3542924, 43.061936), (140.9946021, 43.1906806)]","['xu_chuan_shi', 'mei_ying_ting', 'zha_huang_shi', 'xiao_zun_shi']"
"['札幌', '函館']","[(141.3509218, 43.0686365), (140.7261884, 41.7737872)]","['zha_huang', 'han_guan']"
"['層雲峽', '網走', '知床五湖', '阿寒湖']","[(142.951303, 43.727881), (144.2542397, 44.0201193), (145.08030267236154, 44.121762849999996), (144.09924305383902, 43.455953199999996)]","['ceng_yun_xia', 'wang_zou', 'zhi_chuang_wu_hu', 'a_han_hu']"
"['知床五湖', '阿寒湖']","[(145.08030267236154, 44.121762849999996), (144.09924305383902, 43.455953199999996)]","['zhi_chuang_wu_hu', 'a_han_hu']"
"['阿寒湖', '釧路濕原', '弟子屈']","[(144.09924305383902, 43.455953199999996), (144.4477647, 43.1007709), (144.4947297, 43.4801613)]","['a_han_hu', 'chuan_lu_shi_yuan', 'di_zi_qu']"
"['函館', '札幌', '富良野', '美瑛']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (142.3916593, 43.3469008), (142.4612251, 43.5909601)]","['han_guan', 'zha_huang', 'fu_liang_ye', 'mei_ying']"
"['北海道', '富良野', '富田農場']","[(116.38206625676122, 39.92626025), (142.3916593, 43.3469008), (142.42812003661797, 43.4195186)]","['bei_hai_dao', 'fu_liang_ye', 'fu_tian_nong_chang']"
"['函館', '札幌', '富良野', '美瑛']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (142.3916593, 43.3469008), (142.4612251, 43.5909601)]","['han_guan', 'zha_huang', 'fu_liang_ye', 'mei_ying']"
"['函館', '青森']","[(140.7261884, 41.7737872), (140.7862951, 42.7954601)]","['han_guan', 'qing_sen']"
"['函館', '札幌', '富良野', '美瑛']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (142.3916593, 43.3469008), (142.4612251, 43.5909601)]","['han_guan', 'zha_huang', 'fu_liang_ye', 'mei_ying']"
"['札幌', '中富良野', '富良野']","[(141.39388061344943, 43.169835000000006), (142.4012937, 43.4180516), (142.3889251474833, 43.34033195)]","['zha_huang', 'zhong_fu_liang_ye', 'fu_liang_ye']"
"['成田', '小樽', '札幌', '富良野']","[(132.457926, 34.4071976), (140.9934408, 43.1975636), (141.3509218, 43.0686365), (142.3916593, 43.3469008)]","['cheng_tian', 'xiao_zun', 'zha_huang', 'fu_liang_ye']"
"['網走', '知床', '羅臼町', '屈斜路']","[(144.2542397, 44.0201193), (145.22149608753335, 44.175770549999996), (145.1897435, 44.0218752), (144.3123701, 43.5695478)]","['wang_zou', 'zhi_chuang', 'luo_jiu_ting', 'qu_xie_lu']"
"['函館', '大沼公園']","[(140.7261884, 41.7737872), (140.657020883722, 41.985372600000005)]","['han_guan', 'da_zhao_gong_yuan']"
"['函館', '金森倉庫群']","[(140.7261884, 41.7737872), (140.7164492, 41.7661843)]","['han_guan', 'jin_sen_cang_ku_qun']"
"['大阪', '函館', '登別', '札幌']","[(141.2736146059956, 43.0871415), (140.7261884, 41.7737872), (141.1808029, 42.4520087), (141.3509218, 43.0686365)]","['da_ban', 'han_guan', 'deng_bie', 'zha_huang']"
"['成田', '新千歲', '札幌', '旭川']","[(132.457926, 34.4071976), (141.68295976251358, 42.786787000000004), (141.3509218, 43.0686365), (142.3579263, 43.7627501)]","['cheng_tian', 'xin_qian_sui', 'zha_huang', 'xu_chuan']"
"['北海道', '大阪']","[(116.38206625676122, 39.92626025), (141.2736146059956, 43.0871415)]","['bei_hai_dao', 'da_ban']"
"['北海道', '大阪', '貍小路']","[(116.38206625676122, 39.92626025), (141.2736146059956, 43.0871415), (141.352698, 43.0572584)]","['bei_hai_dao', 'da_ban', 'li_xiao_lu']"
"['旭川', '美瑛', '富良野', '札幌']","[(142.3579263, 43.7627501), (142.4612251, 43.5909601), (142.3916593, 43.3469008), (141.3509218, 43.0686365)]","['xu_chuan', 'mei_ying', 'fu_liang_ye', 'zha_huang']"
"['旭川', '美瑛', '富良野', '札幌']","[(142.3579263, 43.7627501), (142.4612251, 43.5909601), (142.3916593, 43.3469008), (141.3509218, 43.0686365)]","['xu_chuan', 'mei_ying', 'fu_liang_ye', 'zha_huang']"
"['美瑛', '富良野']","[(142.4612251, 43.5909601), (142.3916593, 43.3469008)]","['mei_ying', 'fu_liang_ye']"
"['阿寒湖', '摩周湖', '硫磺山']","[(144.09924305383902, 43.455953199999996), (144.51704170062573, 43.5789373), (144.4386401, 43.6104074)]","['a_han_hu', 'mo_zhou_hu', 'liu_huang_shan']"
"['札幌', '旭川', '美瑛', '富良野']","[(141.3509218, 43.0686365), (142.3579263, 43.7627501), (142.4612251, 43.5909601), (142.3916593, 43.3469008)]","['zha_huang', 'xu_chuan', 'mei_ying', 'fu_liang_ye']"
"['北海道', '札幌', '小樽']","[(116.38206625676122, 39.92626025), (141.3509218, 43.0686365), (140.9934408, 43.1975636)]","['bei_hai_dao', 'zha_huang', 'xiao_zun']"
"['青森', '北海道札幌', '網走', '知床']","[(140.7862951, 42.7954601), (141.39388061344943, 43.169835000000006), (144.2542397, 44.0201193), (145.22149608753335, 44.175770549999996)]","['qing_sen', 'bei_hai_dao_zha_huang', 'wang_zou', 'zhi_chuang']"
"['函館', '小樽']","[(140.7261884, 41.7737872), (140.9934408, 43.1975636)]","['han_guan', 'xiao_zun']"
"['定山溪', '札幌', '網走', '旭山動物園']","[(141.1589341, 42.9769794), (141.3509218, 43.0686365), (144.2542397, 44.0201193), (142.4792728778424, 43.768642400000004)]","['ding_shan_xi', 'zha_huang', 'wang_zou', 'xu_shan_dong_wu_yuan']"
"['北海道', '新千歲機場']","[(116.38206625676122, 39.92626025), (141.680769, 42.787797)]","['bei_hai_dao', 'xin_qian_sui_ji_chang']"
"['仙台', '青森', '札幌', '函館']","[(140.9390941, 38.2666624), (140.7862951, 42.7954601), (141.3509218, 43.0686365), (140.7261884, 41.7737872)]","['xian_tai', 'qing_sen', 'zha_huang', 'han_guan']"
"['北海道札幌', '小樽', '円山']","[(141.39388061344943, 43.169835000000006), (140.9934408, 43.1975636), (141.3165501, 43.0472847)]","['bei_hai_dao_zha_huang', 'xiao_zun', 'yuan_shan']"
"['札幌', '旭川', '美瑛', '富良野']","[(141.3509218, 43.0686365), (142.3579263, 43.7627501), (142.4612251, 43.5909601), (142.3916593, 43.3469008)]","['zha_huang', 'xu_chuan', 'mei_ying', 'fu_liang_ye']"
"['札幌', '岩見澤', '瀧川', '旭川']","[(141.3509218, 43.0686365), (141.7596911, 43.2041689), (141.92019405259205, 43.5591984), (142.3579263, 43.7627501)]","['zha_huang', 'yan_jian_ze', 'long_chuan', 'xu_chuan']"
"['北海道', '登別地獄谷']","[(116.38206625676122, 39.92626025), (141.14693, 42.497463)]","['bei_hai_dao', 'deng_bie_di_yu_gu']"
"['旭川', '旭山動物園', '海豹館', '北極熊館']","[(142.3579263, 43.7627501), (142.4792728778424, 43.768642400000004), (142.47863288786107, 43.7685715), (142.47951338426392, 43.768462)]","['xu_chuan', 'xu_shan_dong_wu_yuan', 'hai_bao_guan', 'bei_ji_xiong_guan']"
"['札幌', '小樽', '富良野', '美瑛']","[(141.3509218, 43.0686365), (140.9934408, 43.1975636), (142.3916593, 43.3469008), (142.4612251, 43.5909601)]","['zha_huang', 'xiao_zun', 'fu_liang_ye', 'mei_ying']"
"['札幌市', '北海道']","[(141.3542924, 43.061936), (116.38206625676122, 39.92626025)]","['zha_huang_shi', 'bei_hai_dao']"
"['北海道大學', '舊廳舍']","[(141.33772952994423, 43.07900775), (141.34802416254777, 43.06396555)]","['bei_hai_dao_da_xue', 'jiu_ting_she']"
"['美瑛', '富良野']","[(142.4612251, 43.5909601), (142.3916593, 43.3469008)]","['mei_ying', 'fu_liang_ye']"
"['札幌', '北海道大學', '北海道神宮']","[(141.3509218, 43.0686365), (141.33772952994423, 43.07900775), (141.30780252442543, 43.0542669)]","['zha_huang', 'bei_hai_dao_da_xue', 'bei_hai_dao_shen_gong']"
"['狸小路', '小樽', '大通']","[(141.352698, 43.0572584), (140.9934408, 43.1975636), (141.33772952994423, 43.07900775)]","['li_xiao_lu', 'xiao_zun', 'da_tong']"
"['札幌', '函館', '青森', '旭川']","[(141.3509218, 43.0686365), (140.7261884, 41.7737872), (140.7862951, 42.7954601), (142.3579263, 43.7627501)]","['zha_huang', 'han_guan', 'qing_sen', 'xu_chuan']"
"['北見市', '北見工業大學', '薄荷博物館']","[(143.8946351, 43.8029391), (143.90310399323542, 43.82370675), (119.4062749, 36.843497)]","['bei_jian_shi', 'bei_jian_gong_ye_da_xue', 'bo_he_bo_wu_guan']"
"['名古屋', '高山']","[(135.407479, 34.72296), (142.3046744, 43.4328213)]","['ming_gu_wu', 'gao_shan']"
"['函館', '札幌', '小樽', '南小樽']","[(140.7261884, 41.7737872), (141.3509218, 43.0686365), (140.9934408, 43.1975636), (141.0073261, 43.1868579)]","['han_guan', 'zha_huang', 'xiao_zun', 'nan_xiao_zun']"
"['釧路', '鶴居村', '屈斜路湖', '網走']","[(144.3820381, 42.9906837), (144.3211862, 43.2300666), (144.31053063330174, 43.61656955), (144.2542397, 44.0201193)]","['chuan_lu', 'he_ju_cun', 'qu_xie_lu_hu', 'wang_zou']"
"['釧路', '鶴居村', '砂湯', '濤沸湖']","[(144.3820381, 42.9906837), (144.3211862, 43.2300666), (144.3595574, 43.6238871), (144.40127426956843, 43.93472945)]","['chuan_lu', 'he_ju_cun', 'sha_tang', 'tao_fei_hu']"
"['釧路', '阿寒湖', '知床', '網走']","[(144.40021353428233, 42.981836349999995), (144.09924305383902, 43.455953199999996), (145.22149608753335, 44.175770549999996), (144.1172439, 44.0116873)]","['chuan_lu', 'a_han_hu', 'zhi_chuang', 'wang_zou']"
"['苫小牧', '靜內', '浦河', '帶廣']","[(141.5967576, 42.6396889), (141.3473833, 42.9993975), (142.79050995358972, 42.1598498), (143.18545784389755, 42.9046679)]","['shan_xiao_mu', 'jing_nei', 'pu_he', 'dai_guang']"
"['新千歲機場', '網走', '紋別', '靜內']","[(141.680769, 42.787797), (144.2542397, 44.0201193), (141.41406, 42.802866), (141.3473833, 42.9993975)]","['xin_qian_sui_ji_chang', 'wang_zou', 'wen_bie', 'jing_nei']"
"['札幌', '小樽', '富良野', '美瑛']","[(141.3509218, 43.0686365), (140.9934408, 43.1975636), (142.3916593, 43.3469008), (142.4612251, 43.5909601)]","['zha_huang', 'xiao_zun', 'fu_liang_ye', 'mei_ying']"
"['千歲機場', '富良野', '上富良野', '美瑛']","[(141.680769, 42.787797), (142.3916593, 43.3469008), (142.4689582, 43.4632561), (142.4612251, 43.5909601)]","['qian_sui_ji_chang', 'fu_liang_ye', 'shang_fu_liang_ye', 'mei_ying']"
"['富良野', '中富良野', '美瑛']","[(142.3916593, 43.3469008), (142.420629, 43.405397), (142.4612251, 43.5909601)]","['fu_liang_ye', 'zhong_fu_liang_ye', 'mei_ying']"
"['札幌', '富良野', '上富良野', '美瑛']","[(141.3509218, 43.0686365), (142.3916593, 43.3469008), (142.4689582, 43.4632561), (142.4612251, 43.5909601)]","['zha_huang', 'fu_liang_ye', 'shang_fu_liang_ye', 'mei_ying']"
"['札幌', '層雲峽']","[(141.3509218, 43.0686365), (142.951303, 43.727881)]","['zha_huang', 'ceng_yun_xia']"
"['北海道', '小樽市', '七丁目']","[(116.38206625676122, 39.92626025), (140.9946021, 43.1906806), (135.4856294, 34.6981314)]","['bei_hai_dao', 'xiao_zun_shi', 'qi_ding_mu']"
"['富良野', '美瑛', '中富良野']","[(142.3916593, 43.3469008), (142.4612251, 43.5909601), (142.420629, 43.405397)]","['fu_liang_ye', 'mei_ying', 'zhong_fu_liang_ye']"
"['富良野', '美瑛', '旭川', '札幌']","[(142.3916593, 43.3469008), (142.4612251, 43.5909601), (142.3579263, 43.7627501), (141.3509218, 43.0686365)]","['fu_liang_ye', 'mei_ying', 'xu_chuan', 'zha_huang']"
"['富良野', '美瑛', '小樽', '札幌']","[(142.3916593, 43.3469008), (142.4612251, 43.5909601), (140.9934408, 43.1975636), (141.3509218, 43.0686365)]","['fu_liang_ye', 'mei_ying', 'xiao_zun', 'zha_huang']"
"['札幌', '富良野', '美瑛', '小樽']","[(141.3509218, 43.0686365), (142.3916593, 43.3469008), (142.4612251, 43.5909601), (140.9934408, 43.1975636)]","['zha_huang', 'fu_liang_ye', 'mei_ying', 'xiao_zun']"
"['北海道大學', '銀杏大道']","[(141.33772952994423, 43.07900775), (141.33772952994423, 43.07900775)]","['bei_hai_dao_da_xue', 'yin_xing_da_dao']"
"['札幌', '支芴湖', '登別']","[(141.3509218, 43.0686365), (141.6673771, 43.3150658), (141.1808029, 42.4520087)]","['zha_huang', 'zhi_wu_hu', 'deng_bie']"
"['旭川空港', '男山酒造り資']","[(142.45138689279045, 43.6686785), (142.4095214, 43.7962311)]","['xu_chuan_kong_gang', 'nan_shan_jiu_zao_り_zi']"
